predicted_value,tsec,id,pemfc_id,state
32.53878237551451,147105,1,2,NORMAL
32.53816102463007,147130,2,2,NORMAL
32.53793990331888,147155,3,2,NORMAL
32.53843410944938,147180,4,2,NORMAL
32.537963121056556,147205,5,2,NORMAL
32.53782049781084,147230,6,2,NORMAL
32.538081420958044,147255,7,2,NORMAL
32.53779506886005,147280,8,2,NORMAL
32.537947642564774,147305,9,2,NORMAL
32.53764249515533,147330,10,2,NORMAL
32.53734287577867,147355,11,2,NORMAL
32.53689510512352,147380,12,2,NORMAL
32.52814422923326,147405,13,2,NORMAL
32.5258523068428,147430,14,2,NORMAL
32.28475600200891,147455,15,2,NORMAL
32.2880761384964,147480,16,2,NORMAL
32.289909234166146,147505,17,2,NORMAL
32.28843324941396,147530,18,2,NORMAL
32.28332203030586,147555,19,2,NORMAL
32.28138611322641,147580,20,2,NORMAL
