predicted_value,tsec,id,pemfc_id,state
32.723820005536076,125405,21,3,NORMAL
32.76474956023693,125430,22,3,NORMAL
32.81842012488842,125455,23,3,NORMAL
32.53032006293535,125480,24,3,NORMAL
32.749549681305886,125505,25,3,NORMAL
32.66936224901676,125530,26,3,NORMAL
32.90439098507166,125555,27,3,NORMAL
32.78317007106542,125580,28,3,NORMAL
32.52235859012603,125605,29,3,NORMAL
32.66950376665592,125630,30,3,NORMAL
32.55721504801512,125655,31,3,NORMAL
32.509906143486496,125680,32,3,NORMAL
33.10463070523738,125705,33,3,NORMAL
32.669888517737384,125730,34,3,NORMAL
32.52455985277891,125755,35,3,NORMAL
32.74424055862426,125780,36,3,NORMAL
32.664044281482695,125805,37,3,NORMAL
32.89952742183208,125830,38,3,NORMAL
32.77870563179254,125855,39,3,NORMAL
32.51700634878873,125880,40,3,NORMAL
